\\Yearly HOEP OR Predispatch Report,,,,,,,,
\\Created at 2020-01-31 08:02:14,,,,,,,,
\\For 2019,,,,,,,,
Date,Hour,HOEP,Hour 1 Predispatch,Hour 2 Predispatch,Hour 3 Predispatch,OR 10 Min Sync,OR 10 Min non-sync,OR 30 Min
2019-06-11,2,-4.72,-4.40,-4.40,-4.40,1.42,0.20,0.20
2019-06-11,3,-4.81,-4.70,-4.50,-4.50,1.42,0.20,0.20
2019-06-11,4,-4.78,-4.50,-4.50,-4.50,1.42,0.20,0.20
2019-06-11,5,-4.83,-4.70,-4.70,-4.40,1.42,0.45,0.45
2019-06-11,6,-4.13,-4.10,-4.10,-1.00,1.56,1.56,1.56
2019-06-11,7,-2.48,-0.25,-1.00,-3.00,14.62,14.62,12.98
2019-06-11,8,-1.55,0.00,0.00,0.00,14.62,14.62,14.62
2019-06-11,9,-3.00,0.00,-0.13,-3.00,14.62,14.62,13.80
2019-06-11,10,-3.56,-3.00,-3.00,-3.00,4.76,4.76,4.76
2019-06-11,11,-3.18,-3.00,-3.00,-3.00,12.26,12.26,12.26
2019-06-11,12,-3.46,-3.00,-3.00,-3.00,2.00,2.00,2.00
2019-06-11,13,-3.00,-3.00,-3.00,-4.10,4.75,4.75,4.75
2019-06-11,14,-3.09,-3.00,-3.00,-3.00,12.25,12.25,12.25
2019-06-11,15,-4.10,0.00,-1.00,-3.00,12.89,12.89,12.89
2019-06-11,16,-3.67,0.00,3.46,0.00,5.26,5.26,4.44
2019-06-11,17,-2.18,4.89,4.89,4.89,21.42,21.42,21.42
2019-06-11,18,-2.84,4.89,4.89,4.89,21.60,21.60,21.60
2019-06-11,19,5.49,5.00,5.01,5.01,17.73,17.73,17.73
2019-06-11,20,4.87,5.00,5.00,5.01,18.05,18.05,18.05
2019-06-11,21,5.76,5.94,5.92,5.86,14.52,14.52,14.52
2019-06-11,22,2.11,4.78,4.63,0.00,18.17,18.17,18.17
2019-06-11,23,-3.68,-3.00,-4.10,-4.10,17.10,0.45,0.45
2019-06-11,24,-4.65,-4.50,-4.40,-4.50,4.75,0.45,0.45
2019-06-12,1,-4.38,-4.30,-4.30,-4.20,4.37,0.45,0.45
2019-06-12,2,-4.50,-4.40,-4.40,-4.40,13.89,13.89,13.89
2019-06-12,3,-4.60,-4.40,-4.40,-4.40,4.75,4.75,4.75
2019-06-12,4,-4.73,-4.50,-4.50,-4.50,13.89,13.89,13.89
2019-06-12,5,-4.50,-4.30,-4.30,-4.30,14.62,14.62,12.16
2019-06-12,6,-4.16,-4.00,-4.00,-4.00,14.62,14.62,9.69
2019-06-12,7,-3.53,-3.00,-3.00,-3.00,14.62,14.62,14.62
2019-06-12,8,-3.75,-3.00,-0.10,-3.00,14.62,14.62,9.69
2019-06-12,9,-3.08,-3.00,-3.00,-3.00,14.62,14.62,12.16
2019-06-12,10,-3.00,-3.00,-3.00,-3.00,14.62,14.62,14.62
2019-06-12,11,-3.00,-3.00,-3.00,-3.00,14.62,14.62,14.62
2019-06-12,12,-3.00,-3.00,-3.00,-3.00,14.62,14.62,12.16
2019-06-12,13,-3.00,-3.00,-3.00,-3.00,14.62,14.62,9.69
2019-06-12,14,-0.07,-0.02,0.00,0.00,14.62,14.62,14.62
2019-06-12,15,0.00,0.00,-0.02,0.00,14.62,14.62,14.62
2019-06-12,16,3.69,0.00,0.00,0.00,14.62,14.62,14.62
2019-06-12,17,4.69,5.01,2.20,0.00,21.60,21.60,21.60
2019-06-12,18,4.87,5.01,5.01,5.01,21.60,21.60,21.60
2019-06-12,19,5.62,5.01,5.01,5.01,21.60,21.60,21.60
2019-06-12,20,0.46,5.01,5.00,5.00,21.60,21.60,21.60
2019-06-12,21,-0.01,5.01,5.00,0.00,21.53,21.53,21.53
2019-06-12,22,-1.71,0.00,0.00,0.00,14.63,14.63,14.63
2019-06-12,23,-2.46,0.00,-0.02,0.00,11.51,10.53,10.53
2019-06-12,24,-4.21,-4.10,-4.00,-4.10,4.35,0.45,0.45
2019-06-13,1,-4.36,-4.20,-4.20,-4.30,4.31,0.45,0.45
2019-06-13,2,-4.44,-4.40,-4.40,-4.40,4.31,0.45,0.45
2019-06-13,3,-4.50,-4.50,-4.50,-4.50,4.75,4.75,4.75
2019-06-13,4,-4.63,-4.50,-4.50,-4.50,4.75,4.75,4.75
2019-06-13,5,-4.37,-4.40,-4.40,-4.40,4.75,4.75,4.75
2019-06-13,6,-4.23,-4.20,-4.20,-4.20,14.66,14.66,6.41
2019-06-13,7,-2.10,-2.13,-3.00,-3.00,14.65,14.65,12.18
2019-06-13,8,0.00,0.00,0.00,-0.10,14.66,14.66,5.58
2019-06-13,9,3.80,0.00,0.00,0.00,14.65,14.65,14.65
2019-06-13,10,5.97,0.00,0.00,-0.02,14.65,14.65,10.53
2019-06-13,11,5.95,5.01,0.00,-0.10,14.65,14.65,4.76
2019-06-13,12,5.71,5.02,5.01,-0.13,14.65,14.65,9.71
2019-06-13,13,5.78,5.02,5.02,0.00,14.65,14.65,7.23
2019-06-13,14,4.75,5.01,5.01,0.00,14.65,14.65,14.65
2019-06-13,15,5.14,5.25,5.25,0.00,21.60,21.60,21.60
2019-06-13,16,3.84,5.06,5.01,5.01,14.76,14.76,14.76
2019-06-13,17,0.00,5.25,5.01,5.01,21.60,21.60,21.60
2019-06-13,18,0.00,5.10,4.56,0.00,30.00,30.00,30.00
2019-06-13,19,0.00,5.00,5.01,0.00,21.61,21.61,21.61
2019-06-13,20,0.00,0.00,0.00,0.00,18.00,18.00,18.00
2019-06-13,21,-0.06,0.00,0.00,0.00,21.00,21.00,21.00
2019-06-13,22,-3.35,-2.13,-0.13,-0.13,14.66,14.66,14.66
2019-06-13,23,-3.53,-3.00,-3.00,-3.00,14.65,4.75,4.75
2019-06-13,24,-4.26,-4.30,-4.20,-4.20,14.65,0.45,0.45
2019-06-14,1,-4.61,-4.50,-4.50,-4.40,21.60,0.45,0.45
2019-06-14,2,-6.58,-4.80,-4.80,-4.50,21.60,0.20,0.20
2019-06-14,3,-15.00,-4.80,-4.80,-4.90,21.60,0.20,0.20
2019-06-14,4,-10.79,-4.90,-4.80,-4.80,21.60,0.34,0.34
2019-06-14,5,-4.86,-4.80,-4.80,-4.80,21.60,4.75,4.75
2019-06-14,6,-4.55,-4.40,-4.40,-4.20,14.65,14.65,7.23
2019-06-14,7,-4.21,-4.10,-4.10,-4.10,14.65,14.65,5.58
2019-06-14,8,-4.10,-3.00,-3.00,-3.00,14.66,14.66,12.18
2019-06-14,9,-4.10,-3.00,-3.00,-4.00,14.66,14.66,12.18
2019-06-14,10,-4.03,-4.00,-3.00,-4.00,14.65,14.65,13.83
2019-06-14,11,-4.00,-4.10,-4.00,-4.00,14.65,4.75,4.75
2019-06-14,12,-3.58,-3.00,-3.00,-4.00,14.65,4.75,4.75
2019-06-14,13,-3.42,-3.00,-3.00,-4.00,14.65,0.45,0.45
2019-06-14,14,-3.00,-3.00,-3.00,-3.00,14.65,0.45,0.45
2019-06-14,15,-3.00,-3.00,-3.00,-3.00,14.65,14.65,14.65
2019-06-14,16,-2.15,-2.66,-0.25,-3.00,14.65,14.65,13.00
2019-06-14,17,0.00,0.00,0.00,-0.10,14.65,14.65,14.65
2019-06-14,18,0.00,0.00,0.00,0.00,14.66,14.66,14.66
2019-06-14,19,0.00,0.00,0.00,0.00,14.66,14.66,14.66
2019-06-14,20,0.00,0.00,0.00,0.00,14.66,14.66,13.00
2019-06-14,21,0.00,0.00,0.00,0.00,14.66,14.66,14.66
2019-06-14,22,-3.27,-3.00,-2.13,-3.00,14.65,14.65,14.65
2019-06-14,23,-3.20,-3.00,-3.00,-3.00,14.65,0.45,0.45
2019-06-14,24,-4.25,-4.10,-4.10,-4.30,4.76,0.45,0.45
2019-06-15,1,-4.81,-4.80,-4.50,-4.80,4.75,0.45,0.45
2019-06-15,2,-4.52,-4.80,-4.90,-4.90,4.75,0.20,0.20
2019-06-15,3,-4.84,-4.80,-5.00,-15.00,4.75,0.20,0.20
2019-06-15,4,-4.80,-4.50,-4.70,-15.00,4.75,0.20,0.20
2019-06-15,5,-4.78,-4.60,-4.50,-4.50,4.75,0.45,0.45
2019-06-15,6,-4.55,-4.50,-4.50,-4.50,12.57,0.45,0.45
2019-06-15,7,-4.57,-4.50,-4.50,-4.40,14.66,14.66,13.00
2019-06-15,8,-4.25,-4.20,-4.20,-4.30,14.66,14.66,14.66
2019-06-15,9,-4.13,-4.20,-4.20,-4.30,14.66,14.66,14.66
2019-06-15,10,-3.92,-4.00,-4.10,-4.00,14.66,14.66,14.66
2019-06-15,11,-4.08,-3.00,-3.00,-4.00,14.66,14.66,14.66
2019-06-15,12,-3.00,-3.00,-3.00,-3.00,14.66,14.66,14.66
2019-06-15,13,-3.42,-3.00,-3.00,-3.00,14.66,0.45,0.45
2019-06-15,14,-3.00,-3.00,-3.00,-3.00,14.66,0.45,0.45
2019-06-15,15,-3.00,-3.00,-4.00,-3.00,14.66,0.45,0.45
2019-06-15,16,-1.98,-3.00,-3.00,-4.00,14.66,4.75,4.75
2019-06-15,17,-0.02,-0.17,-0.17,-3.00,14.66,14.66,14.66
2019-06-15,18,0.00,0.00,0.00,-0.17,14.66,14.66,14.66
2019-06-15,19,5.85,0.00,0.00,0.00,14.65,14.65,14.65
2019-06-15,20,2.06,5.00,0.00,0.00,14.66,14.66,14.66
2019-06-15,21,0.75,5.00,5.00,5.00,14.65,14.65,14.65
2019-06-15,22,5.88,0.00,3.33,5.00,14.66,14.66,14.66
2019-06-15,23,1.90,-3.00,-0.25,-0.02,14.65,0.26,0.26
2019-06-15,24,-4.11,-4.20,-4.20,-4.20,4.75,0.26,0.26
2019-06-16,1,-4.34,-4.40,-4.40,-4.40,1.44,0.21,0.21
2019-06-16,2,-4.47,-4.50,-4.50,-4.50,1.44,0.20,0.20
2019-06-16,3,-4.50,-4.50,-4.50,-4.80,1.44,0.20,0.20
2019-06-16,4,-4.63,-4.80,-4.80,-4.80,1.44,0.20,0.20
2019-06-16,5,-4.80,-4.50,-4.80,-4.90,1.44,0.26,0.26
2019-06-16,6,-4.70,-4.50,-4.80,-4.90,1.44,0.26,0.26
2019-06-16,7,-4.52,-4.50,-4.40,-4.50,4.75,0.45,0.45
2019-06-16,8,-4.23,-4.10,-4.20,-4.20,14.66,0.45,0.45
2019-06-16,9,-4.25,-4.10,-4.00,-4.10,14.66,0.45,0.45
2019-06-16,10,-4.10,-4.00,-4.00,-4.10,14.66,0.45,0.45
2019-06-16,11,-4.25,-4.00,-4.00,-4.10,14.66,0.45,0.45
2019-06-16,12,-4.10,-4.10,-3.00,-4.00,14.66,0.45,0.45
2019-06-16,13,-4.10,-4.00,-4.10,-3.00,14.66,14.66,14.66
2019-06-16,14,-4.04,-4.00,-4.00,-4.20,14.66,14.66,14.66
2019-06-16,15,-3.58,-3.00,-3.00,-4.10,14.66,14.66,14.66
2019-06-16,16,-2.51,0.00,-0.10,-3.00,14.66,14.66,14.66
2019-06-16,17,-3.58,5.00,5.00,5.00,21.61,21.61,21.61
2019-06-16,18,-4.04,5.06,5.74,5.74,21.60,21.60,21.60
2019-06-16,19,5.74,5.00,6.07,5.86,21.60,21.60,21.60
2019-06-16,20,5.87,5.81,5.74,5.92,21.60,21.60,21.60
2019-06-16,21,5.89,15.01,5.95,5.83,23.41,23.41,23.41
2019-06-16,22,-0.57,5.00,5.06,5.00,21.60,21.60,15.69
2019-06-16,23,0.84,-0.02,0.00,-0.17,1.43,1.43,1.43
2019-06-16,24,-4.18,-4.10,-4.20,-4.20,1.29,0.45,0.45
2019-06-17,1,-4.28,-4.20,-4.20,-4.30,1.44,0.45,0.45
2019-06-17,2,-4.40,-4.30,-4.30,-4.40,1.44,0.45,0.45
2019-06-17,3,-4.33,-4.30,-4.30,-4.40,1.29,0.45,0.45
2019-06-17,4,-4.29,-4.30,-4.30,-4.30,1.29,0.45,0.45
2019-06-17,5,-4.15,-4.00,-0.02,-4.00,1.43,1.43,1.43
2019-06-17,6,-4.13,5.59,5.56,5.81,13.72,13.72,13.72
2019-06-17,7,1.60,5.00,5.00,5.00,21.60,21.60,21.60
2019-06-17,8,6.65,5.00,5.00,5.00,30.00,30.00,30.00
2019-06-17,9,-3.00,6.00,6.00,5.00,30.00,30.00,30.00
2019-06-17,10,-3.25,5.00,5.00,5.00,30.00,30.00,30.00
2019-06-17,11,12.21,5.81,5.56,5.00,25.10,25.10,25.10
2019-06-17,12,20.58,13.06,15.00,5.00,29.79,29.79,29.79
2019-06-17,13,18.61,15.01,9.06,9.04,28.51,28.51,28.48
2019-06-17,14,24.47,8.00,8.00,5.00,11.05,11.05,11.05
2019-06-17,15,8.12,9.05,7.70,7.70,16.74,16.74,16.74
2019-06-17,16,9.14,7.30,7.66,7.33,15.93,15.93,15.93
2019-06-17,17,13.86,7.69,7.69,15.00,17.60,17.60,17.60
2019-06-17,18,6.52,10.00,10.00,15.00,18.06,18.06,18.06
2019-06-17,19,10.82,10.00,10.00,14.56,20.73,20.73,20.73
2019-06-17,20,21.99,6.65,10.00,14.56,24.09,24.09,13.62
2019-06-17,21,43.65,8.56,6.57,14.77,26.78,26.78,26.78
2019-06-17,22,19.70,5.00,5.00,5.00,20.81,20.81,20.81
2019-06-17,23,3.28,5.00,5.00,5.68,15.24,4.75,4.75
2019-06-17,24,1.42,0.00,0.00,-4.00,3.31,0.45,0.45
2019-06-18,1,-3.31,-4.00,0.00,0.00,1.30,0.45,0.45
2019-06-18,2,-4.10,-4.00,-4.00,-4.00,1.29,0.45,0.45
2019-06-18,3,-4.10,-4.10,-4.10,-4.10,1.29,0.45,0.45
2019-06-18,4,-4.09,-4.10,-4.10,-4.10,1.29,0.45,0.45
2019-06-18,5,-2.38,1.00,1.00,0.00,1.29,0.45,0.45
2019-06-18,6,-1.89,5.78,13.32,13.31,1.43,1.43,1.43
2019-06-18,7,11.18,5.00,5.00,5.00,21.89,21.89,21.89
2019-06-18,8,12.80,5.00,5.00,5.00,27.24,27.24,27.24
2019-06-18,9,9.77,5.00,5.00,5.00,18.87,18.87,18.87
2019-06-18,10,5.57,5.28,5.00,5.00,18.78,18.78,14.24
2019-06-18,11,5.90,5.00,5.00,5.00,18.79,18.79,18.79
2019-06-18,12,9.25,5.83,5.72,5.00,17.01,17.01,17.01
2019-06-18,13,15.13,6.12,6.07,5.23,13.76,13.76,13.76
2019-06-18,14,15.99,12.56,10.00,5.81,13.30,13.30,13.30
2019-06-18,15,25.84,25.96,25.05,6.12,9.86,9.86,9.86
2019-06-18,16,14.97,19.00,19.00,25.62,14.84,14.84,10.48
2019-06-18,17,35.26,19.00,19.00,25.62,20.78,20.78,20.78
2019-06-18,18,26.71,20.01,22.36,21.40,16.33,16.33,16.33
2019-06-18,19,22.48,29.80,19.96,25.96,14.90,14.90,14.90
2019-06-18,20,9.12,29.81,27.91,25.96,27.92,27.92,27.92
2019-06-18,21,14.65,25.62,25.56,25.56,13.34,13.34,5.72
2019-06-18,22,24.52,5.88,5.88,5.94,30.14,26.62,17.17
2019-06-18,23,8.11,13.32,5.90,5.88,17.00,17.00,17.00
2019-06-18,24,-3.33,9.00,5.87,5.84,4.75,4.75,4.75
2019-06-19,1,-4.10,-4.20,-2.00,-3.00,1.57,1.57,1.57
2019-06-19,2,-3.18,-4.00,-4.00,-4.10,1.44,0.45,0.45
2019-06-19,3,-4.09,-4.00,-4.10,-4.20,1.44,0.45,0.45
2019-06-19,4,-4.12,-4.00,-4.10,-4.10,1.44,1.44,1.44
2019-06-19,5,-4.12,5.72,5.68,-0.25,1.44,1.44,1.44
2019-06-19,6,-1.03,13.32,13.32,10.00,1.58,1.58,1.58
2019-06-19,7,24.55,1.00,1.00,-0.02,25.13,25.13,25.10
2019-06-19,8,111.07,38.36,5.87,5.86,30.10,30.10,2.28
2019-06-19,9,18.51,17.48,5.88,15.01,11.39,11.39,11.39
2019-06-19,10,21.59,24.75,24.74,15.01,9.77,9.77,9.77
2019-06-19,11,12.26,24.66,24.70,22.75,14.60,14.60,14.60
2019-06-19,12,22.49,20.00,13.36,22.15,10.79,10.79,10.79
2019-06-19,13,29.44,21.29,20.00,20.56,5.73,5.73,5.73
2019-06-19,14,36.34,28.87,27.76,21.29,2.11,2.11,2.10
2019-06-19,15,25.35,35.00,28.50,22.75,10.87,10.87,10.87
2019-06-19,16,25.70,35.00,31.44,28.96,10.20,10.20,10.20
2019-06-19,17,23.72,40.84,40.84,35.00,8.83,8.83,8.82
2019-06-19,18,24.79,28.88,33.52,41.54,17.08,17.08,17.08
2019-06-19,19,29.27,25.80,23.50,33.51,16.61,16.61,16.61
2019-06-19,20,29.05,26.67,21.29,25.38,13.30,13.30,13.30
2019-06-19,21,21.29,24.24,22.00,26.67,16.71,16.71,16.71
2019-06-19,22,17.16,13.39,13.37,5.92,11.49,11.49,6.82
2019-06-19,23,6.08,13.33,13.31,5.88,18.36,18.36,14.79
2019-06-19,24,-0.17,0.00,5.00,5.00,4.75,4.75,4.75
2019-06-20,1,-1.43,-4.00,-3.00,-4.00,1.45,0.20,0.20
2019-06-20,2,-3.17,-3.00,-4.00,-4.00,1.45,0.20,0.20
2019-06-20,3,-4.03,-4.00,-4.00,-4.10,1.45,0.20,0.20
2019-06-20,4,-4.10,-4.00,-4.00,-4.10,1.45,0.45,0.45
2019-06-20,5,-4.13,-4.10,-4.10,-4.10,1.45,1.45,1.45
2019-06-20,6,-0.73,0.00,-0.13,-0.02,20.52,20.52,20.52
2019-06-20,7,1.30,-3.00,-0.13,0.00,21.60,21.60,21.60
2019-06-20,8,10.12,0.00,0.00,0.00,25.85,25.85,25.80
2019-06-20,9,8.80,5.00,5.00,4.85,24.55,24.55,24.51
2019-06-20,10,5.98,5.00,5.00,5.00,21.60,21.60,17.05
2019-06-20,11,6.41,6.69,5.72,5.00,21.60,21.60,12.96
2019-06-20,12,6.78,6.80,6.70,5.00,19.73,19.73,0.98
2019-06-20,13,6.05,13.36,6.70,5.90,19.48,19.48,4.75
2019-06-20,14,5.87,6.69,6.70,5.59,19.71,19.71,4.75
2019-06-20,15,5.96,6.68,6.68,5.90,19.65,19.65,4.75
2019-06-20,16,4.49,5.23,5.72,5.00,20.40,20.40,5.66
2019-06-20,17,0.00,5.83,5.64,5.20,21.60,21.60,15.58
2019-06-20,18,0.00,5.00,5.00,5.00,21.60,21.60,15.58
2019-06-20,19,0.00,5.10,5.01,5.01,21.60,21.60,15.58
2019-06-20,20,0.00,5.01,5.47,5.00,21.60,21.60,17.59
2019-06-20,21,0.00,5.00,5.00,5.00,21.60,21.60,21.60
2019-06-20,22,-1.12,-0.10,0.00,0.00,21.60,21.60,21.60
2019-06-20,23,-3.63,0.00,0.00,0.00,1.29,1.29,1.29
2019-06-20,24,-4.18,-4.10,-4.00,-4.10,1.28,0.45,0.45
2019-06-21,1,-4.25,-4.10,-4.10,-4.10,1.38,0.28,0.28
2019-06-21,2,-4.52,-4.30,-4.20,-4.40,1.38,0.20,0.20
2019-06-21,3,-4.50,-4.40,-4.40,-4.30,1.38,0.20,0.20
2019-06-21,4,-4.50,-4.40,-4.40,-4.50,1.38,0.20,0.20
2019-06-21,5,-4.48,-4.30,-4.40,-4.40,1.38,0.45,0.45
2019-06-21,6,-4.18,-4.00,-4.00,-4.00,1.59,1.59,1.59
2019-06-21,7,-4.17,-4.10,-4.10,-4.00,21.60,21.60,21.15
2019-06-21,8,-1.70,-4.00,-4.00,-4.00,21.60,21.60,9.93
2019-06-21,9,-2.68,-3.00,-3.99,-4.00,21.60,21.60,18.10
2019-06-21,10,-3.00,-4.00,-3.00,-4.00,21.60,21.60,0.45
2019-06-21,11,0.00,-3.00,-3.00,-4.00,21.60,21.60,0.45
2019-06-21,12,0.00,-0.16,-0.13,-3.00,21.60,21.60,0.45
2019-06-21,13,0.00,5.00,5.00,0.00,7.44,4.86,0.40
2019-06-21,14,-0.43,5.00,5.00,5.00,4.77,0.45,0.45
2019-06-21,15,0.00,4.81,4.66,0.00,4.75,4.75,0.45
2019-06-21,16,0.84,5.02,5.00,2.01,4.75,0.45,0.45
2019-06-21,17,5.65,5.25,5.90,5.00,15.60,15.60,0.45
2019-06-21,18,6.59,6.70,6.65,5.72,19.89,19.89,0.45
2019-06-21,19,18.91,6.70,6.80,5.72,26.30,26.30,0.45
2019-06-21,20,57.82,6.69,6.80,5.72,26.36,26.36,0.45
2019-06-21,21,6.25,6.69,5.00,5.00,4.75,4.75,0.45
2019-06-21,22,9.73,5.00,5.00,-2.00,6.05,0.45,0.45
2019-06-21,23,0.03,0.00,0.00,0.00,14.81,14.34,14.34
2019-06-21,24,-4.19,-4.10,-4.20,-4.10,1.55,0.45,0.45
2019-06-22,1,-4.35,-4.20,-4.20,-4.10,4.75,0.20,0.20
2019-06-22,2,-4.49,-4.30,-4.30,-4.40,4.75,0.20,0.20
2019-06-22,3,-4.68,-4.50,-4.40,-4.50,4.75,0.20,0.20
2019-06-22,4,-4.53,-4.50,-4.40,-4.50,4.75,0.20,0.20
2019-06-22,5,-4.50,-4.40,-4.40,-4.50,4.80,0.24,0.24
2019-06-22,6,-4.33,-4.30,-4.20,-4.30,15.61,15.61,15.61
2019-06-22,7,-4.13,-4.20,-4.20,-4.30,15.61,15.61,15.61
2019-06-22,8,-4.11,-4.10,-4.10,-4.30,15.61,15.61,15.60
2019-06-22,9,-3.86,-4.00,-4.00,-4.10,15.61,15.61,15.61
2019-06-22,10,-4.11,-0.25,-2.13,-4.00,15.61,15.61,15.61
2019-06-22,11,-4.00,-4.00,0.56,-3.00,15.62,15.62,15.62
2019-06-22,12,-4.00,-3.00,-3.00,-3.00,15.61,15.61,15.61
2019-06-22,13,-3.25,-3.00,-3.00,-3.00,15.61,15.60,15.60
2019-06-22,14,-3.58,-3.00,-3.00,-3.00,15.61,4.76,4.76
2019-06-22,15,-3.08,-3.00,0.00,-3.00,15.61,0.45,0.45
2019-06-22,16,-1.04,0.00,0.00,0.00,15.60,0.45,0.45
2019-06-22,17,5.35,5.00,5.00,5.00,15.60,15.60,15.56
2019-06-22,18,5.60,5.00,0.00,5.00,17.87,17.87,1.58
2019-06-22,19,6.17,5.94,5.68,5.00,17.05,17.05,4.76
2019-06-22,20,6.01,6.69,6.70,5.72,16.31,16.31,0.98
2019-06-22,21,4.76,5.81,5.86,5.87,16.30,11.46,3.68
2019-06-22,22,3.31,5.72,5.68,5.56,21.60,21.60,21.60
2019-06-22,23,-0.42,5.01,5.01,5.00,15.60,0.45,0.45
2019-06-22,24,-1.20,0.00,5.00,-4.10,15.60,0.28,0.28
2019-06-23,1,-4.15,-4.10,-4.10,-4.10,15.00,0.20,0.20
2019-06-23,2,-4.46,-4.40,-4.40,-4.40,15.00,0.20,0.20
2019-06-23,3,-4.53,-4.50,-4.50,-4.50,15.00,0.20,0.20
2019-06-23,4,-4.75,-4.50,-4.80,-4.50,15.00,0.20,0.20
2019-06-23,5,-4.80,-4.80,-4.80,-4.90,15.00,0.20,0.20
2019-06-23,6,-4.83,-4.80,-4.80,-4.80,15.00,0.45,0.45
2019-06-23,7,-4.58,-4.50,-4.50,-4.80,15.60,0.45,0.45
2019-06-23,8,-4.39,-4.30,-4.30,-4.30,15.60,15.60,15.60
2019-06-23,9,-4.03,-3.00,-3.00,-4.00,15.61,15.61,15.61
2019-06-23,10,-3.68,4.44,3.00,-1.00,15.61,15.61,15.61
2019-06-23,11,-1.15,3.00,3.00,-0.50,15.61,15.61,15.61
2019-06-23,12,-0.61,1.00,1.00,1.00,15.61,15.61,15.61
2019-06-23,13,0.42,4.68,4.56,3.00,15.60,15.60,15.60
2019-06-23,14,1.05,5.72,5.72,4.68,15.60,4.75,4.75
2019-06-23,15,5.57,5.94,5.94,5.94,15.60,15.60,15.60
2019-06-23,16,11.91,9.04,9.04,5.94,13.13,13.13,13.13
2019-06-23,17,26.91,9.15,6.01,6.01,9.93,9.93,9.93
2019-06-23,18,41.68,14.56,14.56,15.12,12.91,12.91,12.91
2019-06-23,19,24.09,17.01,12.56,17.20,9.47,9.47,9.47
2019-06-23,20,13.47,16.15,16.15,16.14,16.75,16.75,16.75
2019-06-23,21,14.07,14.39,9.04,17.20,17.30,17.30,17.30
2019-06-23,22,1.93,12.20,5.90,5.43,15.60,15.60,15.60
2019-06-23,23,2.13,5.81,5.86,5.64,4.94,0.45,0.45
2019-06-23,24,-0.28,0.00,0.00,-0.10,1.30,0.23,0.23
2019-06-24,1,-0.02,0.00,0.00,-0.25,15.00,0.20,0.20
2019-06-24,2,-3.18,-0.13,-0.13,-0.13,15.00,0.20,0.20
2019-06-24,3,-4.00,-4.00,-4.00,-4.00,15.00,0.20,0.20
2019-06-24,4,-3.83,-3.00,-4.00,-4.00,15.00,0.20,0.20
2019-06-24,5,-3.09,0.00,0.00,0.00,15.00,0.28,0.28
2019-06-24,6,-1.46,0.00,0.00,0.00,20.52,20.52,20.52
2019-06-24,7,-1.12,0.00,0.00,-0.13,21.60,21.60,21.60
2019-06-24,8,0.00,0.00,0.00,-0.02,21.60,18.00,4.75
2019-06-24,9,0.00,0.00,0.00,0.00,21.60,18.00,4.75
2019-06-24,10,0.00,1.01,0.00,-0.02,4.80,0.24,0.24
2019-06-24,11,0.00,0.00,4.00,0.00,4.75,0.20,0.20
2019-06-24,12,2.24,0.00,0.00,4.85,1.40,0.24,0.24
2019-06-24,13,6.15,5.00,3.00,3.00,1.77,0.45,0.45
2019-06-24,14,5.61,4.00,4.00,0.00,4.75,0.34,0.34
2019-06-24,15,2.84,5.59,5.17,0.00,18.00,18.00,0.45
2019-06-24,16,16.70,6.12,5.94,0.00,12.47,12.47,0.45
2019-06-24,17,81.47,17.20,12.08,6.06,27.68,27.68,0.45
2019-06-24,18,22.19,19.27,12.08,6.05,7.71,7.71,0.45
2019-06-24,19,16.37,23.05,17.20,6.07,12.66,12.66,0.45
2019-06-24,20,9.61,17.20,17.20,17.20,16.72,16.72,0.45
2019-06-24,21,5.90,17.20,13.35,17.20,4.75,0.20,0.20
2019-06-24,22,1.73,5.72,5.94,5.90,4.46,4.46,0.45
2019-06-24,23,2.39,0.00,0.00,6.06,16.36,16.36,16.36
2019-06-24,24,-2.19,0.00,0.00,0.00,1.26,0.45,0.45
2019-06-25,1,-4.08,-3.00,0.00,-0.02,20.52,0.24,0.24
2019-06-25,2,-4.17,-4.10,-3.00,-2.99,20.52,0.24,0.24
2019-06-25,3,-3.58,-3.00,-3.00,-3.00,13.73,0.24,0.24
2019-06-25,4,-3.00,-2.13,-0.50,-3.00,13.73,0.24,0.24
2019-06-25,5,-2.37,-0.10,-0.13,-0.13,20.52,0.24,0.24
2019-06-25,6,-0.78,0.00,0.00,0.00,20.52,20.52,20.52
2019-06-25,7,-0.26,0.00,0.00,0.00,21.60,21.60,21.60
2019-06-25,8,0.00,0.00,0.00,0.00,20.84,20.84,20.84
2019-06-25,9,0.00,0.00,0.00,0.00,21.60,21.60,13.16
2019-06-25,10,0.00,0.00,0.00,0.00,16.82,16.82,15.74
2019-06-25,11,0.00,0.00,0.00,0.00,4.75,0.34,0.34
2019-06-25,12,0.00,0.00,0.00,0.00,4.75,4.75,4.75
2019-06-25,13,0.00,0.00,0.00,0.00,4.75,4.75,4.75
2019-06-25,14,0.00,0.00,0.00,0.00,4.76,4.76,4.76
2019-06-25,15,0.00,0.00,0.00,0.00,19.00,19.00,19.00
2019-06-25,16,0.00,4.78,5.90,4.80,16.36,16.36,16.36
2019-06-25,17,10.95,5.94,6.19,6.31,15.80,15.80,13.33
2019-06-25,18,29.89,13.39,6.20,6.19,13.30,13.30,13.30
2019-06-25,19,66.86,18.50,18.50,6.57,29.96,29.96,29.90
2019-06-25,20,23.93,25.00,15.79,16.77,27.58,27.58,27.58
